name,trade_name,cvm_code,about,b3_issuer_code,website,main_activity
Energisa S.A.,Energisa,15253,"O Grupo Energisa é uma holding de capital aberto, sediada em Cataguases, Minas Gerais, que possui 18 empresas, sendo 13 delas de distribuição de energia elétrica, o que o torna o maior grupo privado de distribuição de energia elétrica com capital 100% nacional, atendendo mais de 20 milhões de pessoas e 8 milhões de clientes em todo o Brasil. A Energisa foi fundada em 1905 com a criação da Companhia Força e Luz Cataguases-Leopoldina (CFLCL) e, ao longo dos anos, adquiriu diversas outras empresas e investiu na construção de novas usinas de geração de energia elétrica.",ENGI,https://ri.energisa.com.br,Sociedade de Participações em Outras Empresas. Predominantemente em Distribuidoras de Energia Elétrica.
RUMO MALHA NORTE S.A.,ALL NORTE,15300,,FRRN,http://ri.rumolog.com,(i) Construção E Exploração de Sistemas de Transporte Ferroviário de Carga. Rodovias E Hidrovias; (ii) Prestação de Serviços de Transporte de Carga em Ferrovias. Rodovias E Hidrovias; Etc.
EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,ESCELSA,15342,,ESCE,http://www.escelsa.com.br,Distribuição de Energia Elétrica
Ferrovia Centro-Atlântica S.A.,FCA,15369,"A Ferrovia Centro Atlântica (FCA) foi fundada em 1996 e é uma concessionária ferroviária que pertence atualmente ao grupo VLI Multimodal. A empresa tem sua sede em Belo Horizonte, MG, e atua em oito estados do país, no eixo Centro-Sudeste. A principal atividade da FCA é o transporte de cargas, podendo conter diversos produtos, como fertilizantes, combustíveis, minerais, produtos agrícolas, siderúrgicos, industrializados, entre outros. A FCA também tem a responsabilidade pela administração e manutenção da Estrada de Ferro Oeste de Minas, desde 2001.",VSPT,https://ri.vli-logistica.com.br,Serviço de Transporte Ferroviário
ATOM Empreendimentos e Participações S.A.,ATOM,15423,,ATOM,http://www.atompar.com.br,Holding de Instituições Não Financeiras.
Embpar Participacoes S.A.,Embpar Participações,15458,,EPAR,https://embpar.com.br/,Com.de Caminhões E ónibus Scania. Seus Acessórios E Prest.serv.assist.técnica; Industrializ.e Com. de Madeiras; Prestação de Serviços Sob A Forma de Trading Company; Partic. em Outras Sociedades.
Neoenergia S.A.,Neoenergia,15539,"A Neoenergia é uma empresa de energia elétrica que faz parte do grupo espanhol Iberdrola, sendo o maior grupo privado do setor elétrico brasileiro em número de clientes. Com mais de 15 milhões de unidades consumidoras e mais de 37 milhões de pessoas atendidas por suas distribuidoras, a Neoenergia está presente em 18 estados brasileiros e no Distrito Federal, atuando nas áreas de geração, transmissão, distribuição e comercialização de energia. Com forte atuação no segmento de energias renováveis, a Neoenergia possui 44 parques eólicos na Bahia, no Rio Grande do Norte e na Paraíba, além de uma usina solar em Fernando de Noronha (PE).",NEOE,https://ri.neoenergia.com,Participação em Outras Sociedades
Companhia de Gás de São Paulo,Comgás,15636,"A Comgás é a maior distribuidora de gás natural canalizado do Brasil, atendendo mais de 1,7 milhão de clientes nos segmentos residencial, comercial, industrial, automotivo, cogeração e termogeração em 88 cidades de sua área de concessão. Com mais de 14 mil quilômetros de rede, a empresa investiu mais de R$ 4 bilhões na expansão e modernização de sua rede de distribuição de gás, que foi ampliada em mais de 6 mil km. Em 2017, a Cosan adquiriu 100% do controle acionário da Comgás, consolidando sua posição de liderança no mercado de distribuição de gás natural no Brasil.",CGAS,http://www.comgas.com.br,Setor de Atividade: Utilidade Pública: Distribuição de Gás Natural Canalizado.
Eletrobras Participações S.A.,Eletropar,15784,"A Eletrobras é uma empresa brasileira de capital aberto que atua como uma holding no setor elétrico. Criada em 1962 como uma estatal, a empresa foi reestruturada na década de 1990 com a criação de novas agências reguladoras e entidades estatais. Atualmente, a Eletrobras é responsável por 23% da capacidade de geração do país, com capacidade instalada de 42.547 megawatts em diversas usinas hidrelétricas, termelétricas, eólicas e solares. Além disso, a empresa possui mais de 74 mil quilômetros de linhas de transmissão, o que corresponde a 40,2% do total nacional. A Eletrobras também promove o uso eficiente da energia e o combate ao desperdício por meio do Programa Nacional de Conservação de Energia Elétrica (PROCEL). Em 2022, a empresa foi oficialmente privatizada.",LIPR,http://www.eletrobraspar.com,A Eletropar Tem Por Objeto Social Principal A Participação No Capital Social Da Eletropaulo - Eletricidade de São Paulo S.A.. Concessionária de Serviços Pub. de Energia Elét.. E de Outras Sociedades.
Gafisa S.A.,Gafisa,16101,"A Gafisa S/A é uma empresa brasileira de construção e incorporação, com sede em São Paulo e operações em diversas cidades do país. Fundada em 1954 no Rio de Janeiro, a empresa passou por diversas mudanças ao longo dos anos, incluindo uma associação com a GP Investimentos em 1997 e a entrada da Equity International Properties como acionista em 2006. A Gafisa é conhecida por sua inovação no setor, tendo desenvolvido conceitos como residence service, plantas flexíveis e condomínios-clubes. A empresa também foi pioneira na construção do primeiro empreendimento Green Building com certificação Platinum no Brasil.",GFSA,https://ri.gafisa.com.br,
524 PARTICIPAÇOES SA,524 PARTICIP,16284,,QVQP,http://www.524participacoes.com.br/home/index.aspx,Holding - Participação em Outras Sociedades
BRF S.A.,BRF,16292,"A BRF é uma empresa transnacional brasileira do ramo alimentício, resultado da fusão entre Sadia e Perdigão, duas das principais empresas de alimentos do Brasil. Com presença em mais de 140 países, a BRF é uma das maiores empresas de alimentos do mundo, com um portfólio de marcas que inclui Sadia, Perdigão, Qualy, entre outras. A empresa é reconhecida por sua atuação em responsabilidade corporativa e sustentabilidade, sendo incluída em índices de ações que englobam empresas com alta performance em responsabilidade corporativa e sustentabilidade. A BRF é uma empresa de capital aberto, com ações negociadas na B3 e na Bolsa de Nova York.",BRFS,https://ri.brf-global.com,Holding Operacional
Rossi Residencial S.A.,Rossi Residencial,16306,,RSID,http://www.rossiresidencial.com.br,Compra E Venda de Imóveis. Desmembramento E Loteamento de Terrenos. Incorporação Imobiliária. Construção de Imóveis Destinados à Venda. E A Participação em Outras Sociedades.
SUL 116 PARTICIPAÇÕES S.A.,SUL 116 PART,16438,,OPTS,http://sul116participacoes.mzweb.com.br,Participação em Outras Sociedades. Comerciais Ou Civis. Nacionais Ou Estrangeiras. Como Sócia. Acionista Ou Quotista; E A Participação. Como Quotista. em Fundos de Investimento Constuídos Regularmente
"Empresa Nacional de Comércio, Rédito e Participações S.A.",Encorpar,16497,,ECPR,https://www.encorpar.com.br,Holding
RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,AES SUL,16527,,AESL,https://ri.aesbrasil.com.br,Distribuição de Energia Elétrica
SUDESTE SA,SUDESTE S/A,16586,,OPSE,http://www.sudestenet.com.br/home/index.aspx,Participação em Outras Sociedades.
Equatorial Maranhão Distribuidora de Energia S.A.,Equatorial Maranhão,16608,,EQMA,http://www.cemar-ma.com.br,Empresa Distribuidora de Energia Elétrica Para Todo O Estado Do Maranhão.
Companhia Distribuidora de Gás do Rio de Janeiro,Naturgy (CEG),16616,,CEGR,http://www.gasnaturalfenosa.com.br,Distribuição de Gás Natural Na Região Metropolitana Do Estado Do Rio de Janeiro.
UPTICK PARTICIPACOES SA,UPTICK,16624,,UPKP,http://www.uptickbrasil.com.br,
Dexxos Participações S.A.,Dexxos,16632,"A Dexxos é uma holding nacional que atua nos segmentos químico e de tubos de aço. Fundada em 1929 como GPC, a empresa passou por uma fase de recuperação judicial em 2013 e foi renomeada para Dexxos em 2021, com aprovação dos acionistas. Desde 1997, a companhia está listada na bolsa de valores. No segmento químico, a Dexxos detém o controle acionário da GPC Química S.A. e compartilha o controle acionário da Copenor.",DEXP,https://www.dexxos.com.br,Holding de Instituições Não-financeiras
Porto Seguro S.A.,Porto Seguro,16659,,PSSA,https://ri.portoseguro.com.br,Gestão de Participações Societárias (holding)
YBYRÁ S.A.,YBYRA S/A,16705,,ALEF,http://www.alefnet.com.br/home/index.aspx,Holding - Participação em Outras Sociedades
BNDES PARTICIPAÇÕES S.A. - BNDESPAR,BNDESPAR,16772,,,http://www.bndes.gov.br,
Companhia Catarinense de Aguas e Saneamento - CASAN,CASAN,16861,"A CASAN é uma sociedade de economia mista criada em 1970 com o objetivo de coordenar o planejamento, executar, operar e explorar os serviços públicos de esgotos e abastecimento de água potável em Santa Catarina. A empresa atua em quase todo o estado, dividido em quatro Superintendências Regionais de Negócios, e tem contribuído para o desenvolvimento econômico e social da região, melhorando a qualidade de vida da população. Ao longo dos anos, a CASAN tem se destacado na busca pela melhoria da qualidade dos serviços prestados, com a implantação de tecnologias modernas e sustentáveis.",CASN,https://ri.casan.com.br,Atuar Como Instituição Integrante Do Sistema de Saneamento Básico E de Saúde Do Estado de Santa Catarina Através Dos Serviços de Captação. Tratamento E Distribuição de água E Tratamento de Esgoto.
OPPORTUNITY ENERGIA E PARTICIPAÇÕES S.A.,OPPORT ENERG,16942,,OPHE,http://www.opportunityenergia.com.br/home/index.aspx,Participação em Outras Sociedades.
EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,EBE,16985,,EBEN,http://www.bandeirante.com.br,Distribuição de Energia Elétrica
EMAE - Empresa Metropolitana de Águas e Energia S.A.,EMAE,16993,"A Empresa Metropolitana de Águas e Energia (EMAE) é uma empresa estatal brasileira que tem como principal função controlar o volume de água do Rio Pinheiros, além de gerar energia elétrica em diversas usinas paulistas. Fundada em 1998, a partir da cisão da antiga estatal Eletropaulo, a EMAE é vinculada ao governo do estado de São Paulo e possui uma ampla estrutura operacional, que inclui usinas hidrelétricas, termelétricas, barragens, canais, represas e usinas elevatórias. A empresa é responsável por garantir o abastecimento de água e energia elétrica para a região metropolitana de São Paulo.",EMAE,http://www.emae.com.br,Produção de Energia Elétrica
Engie Brasil Energia S.A.,Engie,17329,"A Engie é a segunda maior geradora privada de energia do Brasil, tendo uma participação de cerca de 5,7% no mercado brasileiro. Com sede em Florianópolis, a companhia atua desde 1998 na geração, transmissão e comercialização de energia, por meio da implantação e operação de usinas. Controlada pelo grupo franco-belga Engie, a empresa possui 68 plantas operadas por ela, das quais onze são hidrelétricas, uma termelétrica convencional, três a biomassa, quarenta e nove eólicas, duas pequenas centrais hidrelétricas (PCHs) e duas solares. A empresa também atua no segmento de transmissão de energia.",EGIE,https://www.engie.com.br/investidores,Geração E Comercialização de Energia Elétrica
Rumo S.A.,Rumo,17450,"A Rumo Logística é uma empresa brasileira de logística e ferrovia, pertencente ao Grupo Cosan. Com mais de 8.100 funcionários, a empresa atua em 5 concessões em 7 estados, possuindo aproximadamente 14 mil quilômetros de linhas, 1.500 locomotivas e 35.000 vagões, além de centros de distribuição e instalações de armazenagem. Fundada em 2008, a Rumo Logística é a maior companhia de logística com estrutura ferroviária do Brasil, tendo absorvido a América Latina Logística em 2015. A empresa opera 12 terminais de transbordo e possui participação em seis terminais portuários, além de ter ganhado um leilão de concessão da Ferrovia Norte-Sul em 2019. A Rumo Logística é liderada atualmente por João Alberto Fernandez de Abreu.",RAIL,https://ri.rumolog.com,Prestar Serviços de Transporte de Cargas Através Dos Modais Ferroviário E Rodoviário. Dentre Outros. Isoladamente Ou Combinados Entre Si de Forma Intermodal Ou Multimodal. Entre Outros.
Elektro Redes S.A.,Elektro,17485,"A Neoenergia Elektro é uma empresa de distribuição de energia elétrica que atua em 223 municípios de São Paulo e 5 municípios de Mato Grosso do Sul. Pertencente à Neoenergia, subsidiária do grupo espanhol Iberdrola, a Elektro foi constituída em 1998 e, desde então, tem se destacado pela qualidade de seus serviços e pela preocupação com a gestão da qualidade, meio ambiente e segurança e saúde ocupacional. Certificada com as normas ISO 9001, ISO 14001 e OHSAS 18001, a empresa tem como objetivo atender as necessidades de seus clientes de forma segura, eficiente e sustentável.",EKTR,http://www.elektro.com.br,Distribuição de Energia Elétrica
Telefônica Brasil S.A.,Vivo,17671,"A Vivo é uma marca comercial da Telefônica Brasil, que atua no mercado de telecomunicações, oferecendo serviços de telefonia fixa e móvel, internet banda larga e TV por assinatura. A empresa foi formada em 2003 pela fusão de companhias de celular estatais existentes no Brasil e é comandada pela Telefónica desde 2010. A Vivo utiliza as tecnologias GSM/EDGE (2G), WCDMA/HSPA/HSPA+ (3G) e LTE (4G) nos celulares, e é a operadora de telefonia móvel com maior quota de mercado no Brasil. Além disso, a empresa conta com 1700 lojas físicas no país.",VIVT,https://ri.telefonica.com.br,Prestação de Serviços de Telecomunicações. Exploração de Serviços de Valor Adicionado E Soluções Integradas.
